Filename,Acc Mean
S625.log,0.7163391873877009
S1875.log,0.7487393496783167
S3125.log,0.7317567959195502
S4375.log,0.7243377963252767
S5625.log,0.6835332985567728
S6875.log,0.6918217121660001
S8125.log,0.6997043992349156
S9375.log,0.7108328986263258
