Filename,Acc Mean
S625.log,0.6636666666666667
S1250.log,0.6793333333333335
S1875.log,0.6763333333333333
S2500.log,0.6733333333333333
S3125.log,0.6766666666666667
S3750.log,0.678
S4375.log,0.6806666666666666
S5000.log,0.673
S5625.log,0.6703333333333333
S6250.log,0.6823333333333333
S6875.log,0.6626666666666666
S7500.log,0.6826666666666666
S8125.log,0.6626666666666667
S8750.log,0.664
S9375.log,0.62
